"id","name","country","city","website","phone","email","address","created_by","updated_by","created_at","updated_at"
"1388","OXYLINE Sp. z o.o.","Poland","95-200 Pabianice","oxyline.eu ","48422151068","oxyline@oxyline.eu","OXYLINE Sp. z o.o. 
ul. Pilsudskiego 23 
95-200 Pabianice, Poland","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1389","PANTHER s.r.l.","Italy","35024 Bovolenta (PD)","panthersafety.it ","390499713211","info@panthersafety.it","PANTHER s.r.l. 
Via Egidio Berto, 2 
35024 Bovolenta (PD), Italy","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1390","Parvez Shoes Pvt. Ltd.","India","208010 Kanpur","parvezshoes.com ","5122461203","parvez@parvezshoes.com","Parvez Shoes Pvt. Ltd. 
150 Ft. Road, Jajmau 
208010 Kanpur, India","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1391","Paul H. Kübler Bekleidungswerk GmbH & Co. KG","Germany","Jakob-Schüle-Str. 11-25, 73655 Plüderhausen"," http://www.kuebler.eu","49718180030","info@kuebler.eu","Paul H. Kübler Bekleidungswerk GmbH & Co. KG
Jakob-Schüle-Str. 11-25, 73655 Plüderhausen
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1392","Paul Voormann GmbH","Germany","Siemensstr. 42, 42551 Velbert"," http://www.paul-voormann.de","49205122086","info@paul-voormann.de","Paul Voormann GmbH
Postfach 101366, 42513 Velbert 
Siemensstr. 42, 42551 Velbert
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1393","PBI Performance Products, Inc.","Germany","Im Gewerbepark D 23, 93059 Regensburg"," http://www.pbiproducts.com","4994146527599","international@pbiproducts.com","PBI Performance Products, Inc.
Im Gewerbepark D 23, 93059 Regensburg
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1394","PCH Technischer Handel GmbH","Germany","Wetzlarer Str. 14, 14482 Potsdam"," http://www.pch-24.de","493317093311","s.elten@pch-24.de","PCH Technischer Handel GmbH
Wetzlarer Str. 14, 14482 Potsdam
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1395","Peli Products Germany GmbH","Germany","Düsseldorf Kö-Bogen Business Center, Königsallee 2b, 5th Floor, 40212 Düsseldorf"," http://www.peli.com","4921188242401","info@peli.com","Peli Products Germany GmbH
Düsseldorf Kö-Bogen Business Center, Königsallee 2b, 5th Floor, 40212 Düsseldorf
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1396","Perf Italia Srl.","Italy","76121 Barletta (BT)","perf-safety.com ","390883506663","info@perf-safety.it","Perf Italia Srl. 
Via Callano 161/163 
76121 Barletta (BT), Italy","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1397","pervormance international GmbH","Germany","Mühlsteige 13, 89075 Ulm"," http://www.e-cooline.de","49731140710","info@e-cooline.de","pervormance international GmbH
Mühlsteige 13, 89075 Ulm
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1398","Peter Greven Physioderm GmbH","Germany","Procter-&-Gamble-Str. 26, 53881 Euskirchen"," http://www.pgp-hautschutz.de","492251776170","info@pgp-hautschutz.de","Peter Greven Physioderm GmbH
Procter-&-Gamble-Str. 26, 53881 Euskirchen
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1399","PEZZOL INDUSTRIES srl","Italy","76121 Barletta","pezzol.com ","390883349104","a.dargenio@pezzol.com","PEZZOL INDUSTRIES srl 
Via Trani, 107 
76121 Barletta, Italy","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1400","Pfanner Schutzbekleidung GmbH","Austria","6845 Hohenems","pfanner-austria.at ","43595050200","info@pfanner-austria.at","Pfanner Schutzbekleidung GmbH 
Marktstr. 40 
6845 Hohenems, Austria","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1401","Pilot GmbH Chemie-Technik","Germany","Steinhof 37, 40699 Erkrath"," http://www.pilotgmbh.com","49211924020","info@pilotgmbh.com","Pilot GmbH Chemie-Technik
Steinhof 37, 40699 Erkrath
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1402","Pionier Berufskleidung GmbH","Germany","Bielefelder Str. 236, 32051 Herford"," http://www.pionier-workwear.com","495221979400","pionier-workwear@pionier-workwear.com","Pionier Berufskleidung GmbH
Bielefelder Str. 236, 32051 Herford
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1403","PLANAM Arbeitsschutz Vertriebs GmbH","Germany","Letter Str. 50, 33442 Herzebrock Clarholz"," http://www.planam.de","49524586060","info@planam.de","PLANAM Arbeitsschutz Vertriebs GmbH
Postfach 13 62, 33435 Herzebrock Clarholz 
Letter Str. 50, 33442 Herzebrock Clarholz
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1404","PM Atemschutz GmbH","Germany","Willicher Damm 99, 41066 Mönchengladbach"," http://www.pm-atemschutz.de","492161402900","info@pm-atemschutz.de","PM Atemschutz GmbH
Willicher Damm 99, 41066 Mönchengladbach
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1405","Portwest Ltd","IRELAND","WEST PORT"," http://www.portwest.com","3539851700","info@portwest.com","Portwest Ltd
IDA Business Park, F28 FY88 West Port
Ireland","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1406","PPO Przedsiebiorstwo Panstwowe","POLAND","STRZELCE OPOLSKIE"," http://ppo.pl","48774049440","sekretariat@ppo.pl","PPO Przedsiebiorstwo Panstwowe
Dworcowa 25, 47-100 Strzelce Opolskie
Poland","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1407","Preising GmbH & Co. KG","Germany","Dohrgauler Str. 22, 51688 Wipperfürth"," http://www.preising.net","492269288","info@preising.net","Preising GmbH & Co. KG
Dohrgauler Str. 22, 51688 Wipperfürth
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1408","President Safety BV","NETHERLANDS","HELLEVOETSLUIS"," http://www.presidentsafety.nl","31181878000","sales@presidentsafety.nl","President Safety BV
P.O. Box 100, 3220 AC Hellevoetsluis 
Marconiweg 16A, 3225 LV Hellevoetsluis
Netherlands","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1409","PROCOVES SAS","FRANCE","SEMUR-EN-AUXOIS"," http://www.wleiprocoves.com","33380899340","contact@wleiprocoves.com","PROCOVES SAS
11 bis, avenue du Général Mazillier, 21140 Semur-en-Auxois
France","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1410","Prohero Group Co. Ltd.","Taiwan","Tainan","proheroeyewear.com ","88663840100",,"Prohero Group Co. Ltd. 
No. 399, Pen Tian Rd., Sec, 2 
Tainan, Taiwan","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1411","Promodoro Fashion GmbH","Germany","Am Gatherhof 57, 40472 Düsseldorf"," http://www.promodoro.de","49211909000","info@promodoro.de","Promodoro Fashion GmbH
Am Gatherhof 57, 40472 Düsseldorf
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1412","Protective Industrial Products, Inc.","USA","NY"," http://www.pipglobal.com","15185951013","sales@pipusa.com","Protective Industrial Products, Inc.
968, Albany Shaker Road, 12110 Latham
USA","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1413","Pyramid Technology (Canada) Ltd","CANADA","SURREY, BC"," http://www.pyramidtechnology.net","16049990962","info@pyramidtechnology.net","Pyramid Technology (Canada) Ltd
14788 31st Ave., V4P 3E7 Surrey, BC
Canada","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1414","QINGDAO DEXING PROTECTIVE PRODUCTS CO., LTD","China","Qingdao"," http://www.dexsafety.com","8653285839372",,"Room C6-06A, 16th Floor, No. 52 Hongkong Middle Road, Shinan, 266071 Qingdao, Shandong China","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1415","QuantaCorp NV","BELGIUM","SINT-DENIJSGENT"," http://www.quantacorp.io","3292981589","info@quantacorp.io","QuantaCorp NV
Amelia Earhartlaan 17, 9051 Sint-Denijsgent
Belgium","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1416","Rama Overseas Ltd.","India","700039 Kolkata","ramaoverseasltd.com ","3323438118","info@ramaoverseasltd.com","Rama Overseas Ltd. 
5/1D Tiljala Road (Near Bondel Gate)
700039 Kolkata, India","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1417","Reliance Medical Ltd.","UK","The Radnor Building, Radnor Park Trading Estate, Back Lane, CW12 4XP Congleton, Cheshire"," http://www.reliancemedical.co.uk","448456448808","sales@reliancemedical.co.uk","Reliance Medical Ltd.
The Radnor Building, Radnor Park Trading Estate, Back Lane, CW12 4XP Congleton, Cheshire
United Kingdom","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1418","Respirex GmbH","Germany","Wilthener Str. 32, 02625 Bautzen"," http://www.respirex.de","4935915311290","info@respirex.de","Respirex GmbH
Wilthener Str. 32, 02625 Bautzen
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1419","Rexholm A/S","Denmark","7500 Holstebro","id.dk ","4597492144","order@id.dk","Rexholm A/S 
Laegaardvej 138 
7500 Holstebro, Denmark [incl. Greenland]","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1420","RidgeGear Ltd.","UK","LEEK, STAFFORDSHIRE"," http://www.ridgegear.com","441538384108","sales@ridgegear.com","RidgeGear Ltd.
Nelson Street, ST13 6BB Leek, Staffordshire
United Kingdom of Great Britain and Northern Ireland","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1421","RIKEN KEIKI GmbH","GERMANY","ESCHBORN"," http://www.rikenkeikigmbh.de","4961967768451","info@rikenkeikigmbh.de","RIKEN KEIKI GmbH
Mergenthalerallee 77, 65760 Eschborn
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1422","Rio Lindo, JSC","LATVIA","VILNIUS"," http://youniformer.com","37068442028","info@youniformer.com","Rio Lindo, JSC
Šaltiniu St. 11, 03214 Vilnius
Lithuania","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1423","RMS GmbH","GERMANY","REMSCHEID"," http://www.risk-project.de","4921916960640","info@risk-project.de","RMS GmbH
Sandkuhlstr. 6, 42853 Remscheid
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1424","Rofa Bekleidungswerk GmbH & Co. KG","Germany","Fabrikstr. 23, 48465 Schüttorf"," http://www.rofa.de","4959238980","info@rofa.de","Rofa Bekleidungswerk GmbH & Co. KG
Fabrikstr. 23, 48465 Schüttorf
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1425","Rossini Trading Spa","ITALY","SERIATE (BG)"," http://rossinitrading.it","39035312696","commerciale@rossinitrading.it","Rossini Trading Spa
Via Pastrengo 7M/9, 24068 Seriate (BG)
Italy","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1426","Royer Inc.","Canada","G0Y 1C0 Lac-Drolet QC","royer.com ","18195492100","client@royer.com","Royer Inc. 
712 rue Principale 
G0Y 1C0 Lac-Drolet QC, Canada
P.O. Box 160
G0Y 1C0 Lac-Drolet QC, Canada","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1427","rs-etiketten & embleme GmbH","Germany","Auweg 16b, 63920 Großheubach"," http://www.rs-etiketten.de","499371668000","info@rs-etiketten.de","rs-etiketten & embleme GmbH
Auweg 16b, 63920 Großheubach
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1428","Rubberex (M) Sdn Bhd (Pvt Ltd)","Malaysia","Lot 138201, Off 3/4 Mile, Jalan Bercham,Kawasan Perindustrian Bercham, 31400 Ipoh, Perak"," http://www.rubberex.com.my","6055482723","rubberex@rubberex.com.my","Rubberex (M) Sdn Bhd (Pvt Ltd)
Lot 138201, Off 3/4 Mile, Jalan Bercham,Kawasan Perindustrian Bercham, 31400 Ipoh, Perak
Malaysia","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1429","Rudolf Uhlen GmbH","Germany","Am Höfgen 13, 42781 Haan"," http://www.aschua-uhlen.de","4921291444","info@aschua-uhlen.de","Rudolf Uhlen GmbH
Postfach 17 22, 42761 Haan 
Am Höfgen 13, 42781 Haan
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1430","RV INDUSTRIES LUCKNOW (INDIA) Inh. Prof. Ravindra Verma","INDIA","LUCKNOW"," http://www.rvindustries.co.in","8172800846","exportsales@rvindustries.co.in","RV INDUSTRIES LUCKNOW (INDIA) Inh. Prof. Ravindra Verma
Plot no 6, Ghram Goila Chinhut Industria, Dewa Road, Near Tata Moters Lucknow, 226019 Lucknow
India","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1431","S. Konstantinidis & Co. Ltd.","Greece","PIRAEUS"," http://www.pharmamedihelp.gr","302104511090","info@pharmamedihelp.gr","S. Konstantinidis & Co. Ltd. 31 Afentouli Str., 18536 Piraeus Greece","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1432","Sander Handels-GmbH & Co. KG","Germany","Kelterstr. 69, 73265 Dettingen/Teck"," http://www.sander-schuhe.com","497021980710","info@sander-schuhe.com","Sander Handels-GmbH & Co. KG
Postfach 14 29, 73222 Dettingen/Teck 
Kelterstr. 69, 73265 Dettingen/Teck
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1433","Sänger GmbH","Germany","Zeller Weg 30, Ind. Gebiet Herdwiesen, 74575 Schrozberg"," http://www.sanger.de","49793572240","info@sanger.de","Sänger GmbH
Postfach 140, 74573 Schrozberg 
Zeller Weg 30, Ind. Gebiet Herdwiesen, 74575 Schrozberg
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1434","Sanita Footwear A/S","Denmark","7400 Herning","sanitafootwear.dk ","4596605300","info@sanita.dk","Sanita Footwear A/S 
Guldborgvej 3.1 
7400 Herning, Denmark [incl. Greenland]","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1435","Sano Deutschland GmbH","Germany","Bahnhofstr. 5, 83080 Oberaudorf"," http://www.sano-deutschland.de","498033308960","info@sano-treppensteiger.de","Sano Deutschland GmbH
Postfach 1114, 83076 Oberaudorf 
Bahnhofstr. 5, 83080 Oberaudorf
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1436","Schake GmbH","Germany","Eckeseyer Str. 195, 58089 Hagen"," http://www.schake-gmbh.de","492331386060","info@schake-gmbh.de","Schake GmbH
Eckeseyer Str. 195, 58089 Hagen
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1437","Schoutteten & Froidure S.A.S.","France","59560 Comines","sf-web.com ","33320390651","info@schoutt.com","Schoutteten & Froidure S.A.S. 
60 rue d' Armentières 
59560 Comines, France","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1438","Schuberth GmbH","Germany","Stegelitzer Str. 12, 39126 Magdeburg"," http://www.schuberth.de","4939181060","arbeitsschutz@schuberth.de","Schuberth GmbH
Stegelitzer Str. 12, 39126 Magdeburg
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1439","Schürr Schuhvertrieb GmbH","Germany","Lohbachstr. 19, 95126 Schwarzenbach"," http://www.schuerr.de","49928495010","info@schuerr.de","Schürr Schuhvertrieb GmbH
Postfach 1142, 95126 Schwarzenbach 
Lohbachstr. 19, 95126 Schwarzenbach
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1440","Scilabub Limited","UK","9, Huntingdon Court, Huntingdon Way,Measham, DE12 7NQ Swadlincote"," http://www.scilabub.com","441530279996","info@scilabub.com","Scilabub Limited
9, Huntingdon Court, Huntingdon Way,Measham, DE12 7NQ Swadlincote
United Kingdom","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1441","Scimitar International Partnership","Pakistan","51310 Sialkot","glovesmaker.com ","92523552402","rehan@pak-export.com","Scimitar International Partnership 
Mohabat Khan Industrial Town Adha, Deska Road 51310
51310 Sialkot, Pakistan
P.O. Box 2264
51310 Sialkot, Pakistan","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1442","secova GmbH & Co. KG","Germany","Max-Born-Str. 1, 48431 Rheine"," http://www.secova.de","4959717937020","info@secova.de","secova GmbH & Co. KG
Max-Born-Str. 1, 48431 Rheine
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1443","Shandong Xingyu Gloves Co Ltd.","CHINA"," China","xingyugloves.com ","865362580700","andy@xingyusafety.com","Shandong Xingyu Gloves Co Ltd. 
No. 2158 Yaoqian Road Chaoyang District 
261502 Gaomi, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1444","SHANGHAI INCHOI SAFETY PRODUCTS CO., LTD.","CHINA","SHANGHAI"," http://www.inchoi-safety.com","862157856619","info@inchoi-safety.com","SHANGHAI INCHOI SAFETY PRODUCTS CO., LTD.
Room 302, Building 1, No. 2369, East Rongle Road, Songjiang, 201613 Shanghai
China","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1445","Shanghai Sino-Safe Co., Ltd.","CHINA"," China","sino-safe.com.cn ","862161324222","info@sino-safe.com.cn","Shanghai Sino-Safe Co., Ltd. 
19F, No. 450, The One Building CaoYang Rd.
200063 Shanghai, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1446","Shanghai V-Lion Industrial Co. Ltd.","CHINA"," China","v-lionsafety.com ","862166070773","info@v-lionsafety.com","Shanghai V-Lion Industrial Co. Ltd. 
Room 507-508, B2 Building, No 1158 Middle Luochuan Road
200072 Shanghai, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1447","SHE Solution Bergmann GmbH & Co. KG","Germany","Im Sundernkamp 2, 32130 Enger"," http://www.she-solution.de","4952249393850","info@she-solution.de","SHE Solution Bergmann GmbH & Co. KG
Im Sundernkamp 2, 32130 Enger
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1448","Shenzhen Safety Enterprises Ltd.","China"," Guangdong","sinosafety.com ","8675582996761","safety@sinosafety.com","Shenzhen Safety Enterprises Ltd. 
2C/2D Gang An Bldg, No.19 Shihua Rd. Futian Tariff-free zone, Futian District
518038 Shenzhen, Guangdong, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1449","SHG PUR-Profile GmbH","Germany","Wecostr. 3, 53783 Eitorf"," http://www.knuffi.com","492243917410","info@knuffi.com","SHG PUR-Profile GmbH
Wecostr. 3, 53783 Eitorf
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1450","SHIGEMATSU WORKS CO., LTD.","Japan","114-0024 Tokyo","sts-japan.com ","81369037529","eu@sts-japan.com","SHIGEMATSU WORKS CO., LTD. 
1-26-1 Nishigahara, Kita-Ku 
114-0024 Tokyo, Japan","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1451","SHOWA International B.V.","Netherlands","1077XX Amsterdam","showagroup.com ","31880042100","marketing@showagroup.eu","SHOWA International B.V. 
WTC -Tower D Strawinskylaan 757
1077XX Amsterdam, Netherlands","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1452","Sicherheitskonzepte Breuer GmbH","Germany","Straelen"," http://www.sicherheitskonzepte-breuer.com","4928349430100","info@sicherheitskonzepte-breuer.com","Broekhuysener Str. 40, 47638 Straelen Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1453","Sievin Jalkine Oy","Finland","85310 Sievi As.","sievi.com ","358848811","info@sievi.com","Sievin Jalkine Oy 
Korhosenkatu 24 
85310 Sievi As., Finland","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1454","SIMONI SRL","Italy","Via Topazio 9, 58100 Grosseto"," http://www.rockhelmets.com","390564451271","info@simonisrl.net","SIMONI SRL
Via Topazio 9, 58100 Grosseto
Italy","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1455","Sir Safety System S.p.A.","Italy","06081 Assisi (PG)","sirsafety.com ","390758043737","export@sirsafety.com","Sir Safety System S.p.A. 
Via dei Fornaciai, 9 
06081 Assisi (PG), Italy","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1456","Skechers USA Deutschland GmbH","Germany","DIETZENBACH"," http://www.skechers.de","496074407220","germanyinfo@eu.skechers.com","Skechers USA Deutschland GmbH Waldstr. 66, 63128 Dietzenbach Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1457","SKYLOTEC GmbH","Germany","Im Mühlengrund 6-8, 56566 Neuwied"," http://www.skylotec.de","49263196800","info@skylotec.de","SKYLOTEC GmbH
Im Mühlengrund 6-8, 56566 Neuwied
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1458","SMART GLOVE CORPORATION SDN BHD","Malaysia","42100 Selangor","smartglove.com.my ","60332916100","info@smartglove.com.my","SMART GLOVE CORPORATION SDN BHD 
Lot 6487, Batu 5 3/4 Sementa Jalan Kapar, Klang
42100 Selangor, Malaysia","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1459","Society of Professional Rope Access Tech","USA","PA"," http://www.sprat.org","16109714850","info@sprat.org","Society of Professional Rope Access Tech
994 Old Eagle School Road, Suite 1019, 19087 Wayne
USA","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1460","SOFOP Taliaplast France SAS","France","44550 Montoir de Bretagne","taliaplast.com ","33251166103","export@taliaplast.com","SOFOP Taliaplast France SAS 
3 RTE De la Torse RN 171
44550 Montoir de Bretagne, France
P.O. Box 46
44550 Montoir de Bretagne, France","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1461","SoftClean GmbH","Germany","Kanalstr. 28, 23970 Wismar",,"493841229690","info@softclean.net","SoftClean GmbH
Kanalstr. 28, 23970 Wismar
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1462","SOLIDUR SAS","FRANCE","BARENTON"," http://www.solidur.fr","33233594512","contact@solidur.fr","SOLIDUR SAS
190, rue Robert Schuman, 50720 Barenton
France","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1463","SOMAIN SECURITE SAS","France","42501 Le Chambon Feugerolles","somain-securite.com ","33477405430","securite@somain.fr","SOMAIN SECURITE SAS 
Z.I. de Monterrat BP 13 
42501 Le Chambon Feugerolles, France","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1464","Sparco S.p.A.","Italy","Via Leiní 524, 10088 Volpiano"," http://www.sparco.net","390112240911","info@sparco.it","Sparco S.p.A.
Via Leiní 524, 10088 Volpiano
Italy","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1465","Spider King Group Shoes Co., Ltd.","China"," ZHEJIANG","spiderking.cn ","8657765028888","stephanie@spiderking.cn","Spider King Group Shoes Co., Ltd. 
No. A-888, Sunao Road Feiyun New Park
325207 Ruian City, ZHEJIANG, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1466","StolComfort GmbH","Germany","Liemer Weg 49, 32657 Lemgo"," http://www.stolcomfort.com","495261288970","info@stolcomfort.com","StolComfort GmbH
Liemer Weg 49, 32657 Lemgo
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1467","Streamlight, Inc.","USA","PA","streamlight.com ","16106310600","cs@streamlight.com","Streamlight, Inc. 
30 Eagleville Road 
19403 Eagleville, PA, USA","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1468","Sumirubber Malaysia SDN. BHD.","Malaysia"," Kedah","sumirubber.com ","6044213121","sumirubbermalaysia@gmail.com","Sumirubber Malaysia SDN. BHD. 
Lot 44, 45 & 86, Bakar Arang Industrial Estate
08000 Sungai Petani, Kedah, Malaysia","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1469","Sundström Safety AB","Sweden","181 33 Lidingö","srsafety.com ","46856237000","info@srsafety.se","Sundström Safety AB 
Stockholmsvägen 33 
181 33 Lidingö, Sweden","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1470","Super Glove Industry Co., Ltd.","THAILAND","BANGKOK"," http://www.supergloves.net","6628810823","sale1@superglove.co.th","Super Glove Industry Co., Ltd.
49 Mu14 Suwintavong Road, Nongjok, Kratoomrai, 10530 Bangkok
Thailand","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1471","Super Gloves Industries Partnership","Pakistan","38900 Faisalabad","supergloves.net ","92412694806","sales@supergloves.net","Super Gloves Industries Partnership 
143-C Ghulam Muhammad Abad 
38900 Faisalabad, Pakistan","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1472","Superhouse Ltd.","India","209 801 Unnao","superhousegroup.com ","5152829675","zeeshan@superhousegroup.com","Superhouse Ltd. 
B-6, Site-1, Industrial Area 
209 801 Unnao, India","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1473","Swelock Asia Co., Ltd.","KOREA"," Korea","swelockasia.com ","82513033180","swelockasia@swelockasia.com","Swelock Asia Co., Ltd. 
14, Nakdong-daero 151 Obeon-gil Sasang-gu
617-825 Busan, Korea, Republic","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1474","sycat IMS GmbH","GERMANY","HANNOVER"," http://www.sycat.com","49511848648200","kontakt@sycat.com","sycat IMS GmbH
Hollerithallee 9 A, 30419 Hannover
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1475","Sympatex Technologies GmbH","Germany","Feringastr. 7A, 85774 Unterföhring"," http://www.sympatex.com","49899400580","info@sympatex.com","Sympatex Technologies GmbH
Feringastr. 7A, 85774 Unterföhring
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1476","SYSTEM 5S Private Limited","India","600 049 Chennai","system5s.com ","4426174339","admin@system5s.com","SYSTEM 5S Private Limited 
B4 Sidco Industrial Estate 
600 049 Chennai, India","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1477","T.ESS GmbH","Germany","Englschalkinger Str. 196, 81927 München"," http://www.tessworkwear.com","4989673597960",,"T.ESS GmbH
Englschalkinger Str. 196, 81927 München
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
